payment_fact_key,customer_key,film_key,store_key,staff_key,date_key,payment_amount,payment_count
65968,310,991,2,20,20190623,95.3,1
65969,340,453,2,13,20190626,32.8,1
65970,346,768,1,21,20190625,56.9,1
65971,384,625,1,74,20190624,64.5,1
65972,524,552,2,10,20190624,43.9,1
65973,452,933,1,12,20190623,70.6,1
65974,74,703,2,63,20190624,31.8,1
65975,170,231,2,5,20190624,78.8,1
65976,141,298,2,70,20190627,94.1,1
65977,593,302,1,14,20190624,4.3,1
65978,10,915,1,73,20190625,56.0,1
65979,532,388,1,75,20190627,3.5,1
65980,127,397,1,19,20190627,30.7,1
65981,512,555,2,65,20190627,8.5,1
65982,53,807,2,125,20190624,23.0,1
65983,428,445,2,5,20190625,29.2,1
65984,539,74,1,14,20190628,17.0,1
65985,317,421,2,62,20190628,61.4,1
65986,480,301,2,16,20190627,98.5,1
65987,65,756,2,120,20190626,10.2,1
65988,466,231,2,120,20190628,5.6,1
65989,357,460,1,114,20190626,69.4,1
65990,49,475,2,3,20190626,74.7,1
65991,216,116,2,70,20190628,83.2,1
65992,213,424,1,2,20190627,57.3,1
65993,60,478,2,68,20190625,4.4,1
65994,203,129,2,71,20190626,36.5,1
65995,213,933,1,8,20190628,47.2,1
65996,322,199,2,122,20190628,99.3,1
65997,424,767,1,119,20190625,16.6,1
65998,163,143,1,125,20190628,50.6,1
65999,415,815,1,73,20190627,9.0,1
66000,443,68,1,8,20190626,36.7,1
66001,433,565,1,77,20190630,70.0,1
66002,114,508,2,20,20190630,16.0,1
66003,237,557,2,73,20190701,84.1,1
66004,63,179,1,72,20190629,85.8,1
66005,250,266,1,13,20190628,80.0,1
66006,61,789,1,8,20190701,54.9,1
66007,315,754,2,72,20190627,72.0,1
66008,379,344,1,6,20190701,93.9,1
66009,235,512,2,20,20190630,79.4,1
66010,83,58,2,113,20190629,27.0,1
66011,337,681,2,17,20190701,79.5,1
66012,273,527,2,19,20190629,51.5,1
66013,493,376,2,4,20190701,54.8,1
66014,131,590,2,121,20190630,3.1,1
66015,355,352,2,125,20190701,94.2,1
66016,219,43,2,119,20190630,28.7,1
66017,140,527,1,122,20190630,99.7,1
66018,454,737,1,76,20190701,19.8,1
66019,332,879,1,12,20190701,62.1,1
66020,455,589,2,121,20190702,44.8,1
66021,190,303,2,117,20190701,41.6,1
66022,321,78,2,73,20190702,68.7,1
66023,353,875,1,72,20190703,64.9,1
66024,363,846,2,122,20190629,4.0,1
66025,25,350,2,62,20190704,34.5,1
66026,211,563,1,74,20190703,46.0,1
66027,355,209,1,72,20190702,17.4,1
66028,40,603,2,116,20190701,16.4,1
66029,186,593,2,17,20190703,7.0,1
66030,576,766,1,21,20190630,88.6,1
66031,435,969,1,70,20190701,53.2,1
66032,381,288,1,21,20190704,6.0,1
66033,170,749,1,120,20190630,95.8,1
66034,515,862,1,79,20190702,36.1,1
66035,247,647,2,5,20190701,82.5,1
66036,459,871,2,75,20190702,48.7,1
66037,505,879,2,121,20190704,48.8,1
66038,522,448,1,122,20190702,95.2,1
66039,85,167,2,6,20190702,35.6,1
66040,542,282,1,3,20190630,16.9,1
66041,294,804,2,19,20190704,20.3,1
66042,178,807,1,69,20190701,68.9,1
66043,498,428,1,72,20190630,71.1,1
66044,313,311,1,67,20190703,48.1,1
66045,501,920,2,16,20190704,16.6,1
66046,92,417,1,16,20190703,18.8,1
66047,579,12,1,10,20190630,94.6,1
66048,522,429,2,19,20190704,95.5,1
66049,73,491,1,3,20190705,44.3,1
66050,174,957,1,64,20190705,63.9,1
66051,574,947,1,19,20190704,61.6,1
66052,283,890,2,6,20190704,58.5,1
66053,497,636,1,8,20190701,14.1,1
66054,580,244,1,114,20190701,25.5,1
66055,469,154,2,80,20190704,71.3,1
66056,446,355,2,79,20190702,83.4,1
66057,160,820,1,11,20190702,13.9,1
66058,523,628,2,81,20190704,99.5,1
66059,15,403,1,7,20190705,91.7,1
66060,495,494,1,5,20190704,68.2,1
66061,486,552,2,69,20190701,70.1,1
66062,445,290,1,78,20190702,7.2,1
66063,261,867,1,75,20190702,35.4,1
66064,63,205,1,65,20190702,92.0,1
66065,242,767,1,75,20190702,11.9,1
66066,513,70,2,63,20190705,95.4,1
66067,82,563,1,67,20190703,66.5,1
66068,484,37,2,3,20190701,30.8,1
66069,241,579,1,14,20190701,18.3,1
66070,597,416,2,63,20190705,45.2,1
66071,82,938,1,121,20190701,91.5,1
66072,286,875,1,11,20190704,23.9,1
66073,486,444,1,10,20190702,11.8,1
66074,373,841,1,64,20190702,13.9,1
66075,69,588,2,123,20190704,71.1,1
66076,18,720,2,63,20190707,2.1,1
66077,37,946,2,69,20190707,73.9,1
66078,458,686,1,7,20190704,56.1,1
66079,243,738,1,16,20190703,12.7,1
66080,321,908,2,125,20190705,54.8,1
66081,384,444,1,62,20190707,68.4,1
66082,249,910,2,10,20190708,90.7,1
66083,80,790,2,65,20190706,46.5,1
66084,141,298,2,14,20190704,21.4,1
66085,384,489,2,65,20190705,40.7,1
66086,100,449,2,120,20190709,15.0,1
66087,261,151,2,74,20190705,86.4,1
66088,277,424,1,7,20190708,48.2,1
66089,575,852,1,119,20190707,40.7,1
66090,118,649,1,65,20190707,62.0,1
66091,268,724,2,8,20190708,81.9,1
66092,424,786,1,63,20190710,48.2,1
66093,454,810,1,17,20190710,52.9,1
66094,294,450,1,125,20190710,9.7,1
66095,114,437,2,14,20190708,88.2,1
66096,325,293,2,65,20190710,16.4,1
66097,558,391,1,122,20190708,90.7,1
66098,447,545,2,21,20190710,3.7,1
66099,551,680,2,116,20190708,1.4,1
66100,498,899,1,16,20190710,70.7,1
66101,127,812,2,13,20190709,20.4,1
66102,21,732,1,21,20190711,7.5,1
66103,344,422,2,122,20190708,47.4,1
66104,212,481,2,67,20190709,1.2,1
66105,2,501,1,15,20190711,74.6,1
66106,318,586,1,15,20190712,59.4,1
66107,87,364,1,119,20190710,95.2,1
66108,161,461,2,121,20190712,53.8,1
66109,185,428,1,62,20190711,28.1,1
66110,278,998,2,121,20190712,48.7,1
66111,580,652,1,11,20190708,90.7,1
66112,128,313,2,6,20190708,80.9,1
66113,495,112,1,16,20190709,73.4,1
66114,564,48,1,78,20190709,42.5,1
66115,35,301,1,123,20190711,19.3,1
66116,407,412,2,118,20190708,61.4,1
66117,160,358,2,78,20190708,91.2,1
66118,261,538,2,81,20190712,71.1,1
66119,270,867,1,125,20190709,22.5,1
66120,303,59,2,71,20190712,51.7,1
66121,581,358,1,62,20190712,30.2,1
66122,179,153,1,12,20190709,48.7,1
66123,207,243,1,72,20190710,37.5,1
66124,178,615,2,5,20190712,37.1,1
66125,336,461,1,63,20190714,7.7,1
66126,479,296,1,75,20190710,41.8,1
66127,151,603,2,10,20190712,93.3,1
66128,564,166,2,21,20190713,58.6,1
66129,439,651,1,1,20190710,42.7,1
66130,216,379,2,120,20190710,53.7,1
66131,180,45,2,21,20190714,28.3,1
66132,37,608,2,81,20190713,69.7,1
66133,62,130,1,66,20190711,9.3,1
66134,382,252,1,11,20190715,99.9,1
66135,359,199,1,79,20190715,60.5,1
66136,399,949,1,81,20190714,59.0,1
66137,597,247,2,119,20190713,35.6,1
66138,63,75,2,18,20190712,15.3,1
66139,494,979,1,11,20190716,26.5,1
66140,251,361,2,20,20190715,66.9,1
66141,586,979,2,69,20190714,90.2,1
66142,292,434,2,78,20190715,66.5,1
66143,374,716,2,16,20190715,28.9,1
66144,177,879,1,64,20190713,63.2,1
66145,25,856,2,79,20190717,88.1,1
66146,470,268,2,8,20190714,29.0,1
66147,149,791,2,17,20190714,33.9,1
66148,547,871,2,6,20190714,11.6,1
66149,315,848,1,8,20190714,91.2,1
66150,84,924,2,69,20190718,62.5,1
66151,550,589,2,12,20190717,67.3,1
66152,229,601,2,65,20190718,85.1,1
66153,18,443,2,20,20190716,17.6,1
66154,5,465,2,17,20190716,38.0,1
66155,362,406,2,63,20190716,77.8,1
66156,282,840,1,81,20190716,21.3,1
66157,365,973,2,62,20190715,47.3,1
66158,279,807,1,81,20190718,58.8,1
66159,298,283,1,71,20190717,84.3,1
66160,423,161,1,12,20190718,37.0,1
66161,231,730,2,10,20190719,31.0,1
66162,522,682,1,124,20190719,55.0,1
66163,210,378,2,19,20190718,26.1,1
66164,405,283,1,73,20190719,14.5,1
66165,355,873,2,66,20190718,41.1,1
66166,346,91,1,6,20190718,62.0,1
66167,540,62,2,20,20190717,68.4,1
66168,388,738,1,63,20190715,48.6,1
66169,475,617,1,75,20190717,59.1,1
66170,526,614,2,126,20190716,19.7,1
66171,400,331,2,122,20190720,84.7,1
66172,282,471,2,122,20190720,90.0,1
66173,67,601,2,15,20190720,56.5,1
66174,593,104,2,71,20190719,58.3,1
66175,402,59,1,5,20190721,82.8,1
66176,240,304,1,75,20190721,15.6,1
66177,549,258,2,72,20190718,99.2,1
66178,127,294,1,14,20190720,83.4,1
66179,154,337,1,119,20190720,15.3,1
66180,574,771,1,3,20190718,58.3,1
66181,207,862,1,79,20190722,96.0,1
66182,595,296,1,121,20190719,54.6,1
66183,567,172,1,79,20190719,27.5,1
66184,321,853,1,5,20190719,50.4,1
66185,291,374,2,78,20190721,39.0,1
66186,366,529,1,17,20190721,26.5,1
66187,186,814,1,8,20190722,28.7,1
66188,575,729,2,69,20190723,60.9,1
66189,29,415,2,14,20190721,87.0,1
66190,28,254,2,11,20190723,19.5,1
66191,569,334,2,74,20190724,37.3,1
66192,460,312,2,81,20190723,89.6,1
66193,385,120,1,16,20190722,84.7,1
66194,314,653,1,71,20190723,27.1,1
66195,231,791,1,66,20190722,63.8,1
66196,443,260,2,125,20190723,11.8,1
66197,296,729,2,79,20190723,55.6,1
66198,562,214,2,21,20190722,58.1,1
66199,260,138,2,17,20190722,81.4,1
66200,336,170,1,14,20190722,39.4,1
66201,288,247,1,125,20190722,24.8,1
66202,546,184,1,11,20190725,99.4,1
66203,526,765,1,116,20190721,40.5,1
66204,24,651,1,1,20190721,81.2,1
66205,209,51,2,65,20190725,51.3,1
66206,284,160,2,80,20190724,48.1,1
66207,435,905,1,2,20190725,64.9,1
66208,89,735,2,10,20190724,25.5,1
66209,196,138,1,72,20190723,34.6,1
66210,517,123,1,16,20190724,36.4,1
66211,265,126,2,79,20190724,42.7,1
66212,223,89,1,12,20190725,73.5,1
66213,135,286,1,119,20190724,96.8,1
66214,106,141,1,63,20190724,5.5,1
66215,407,573,1,21,20190725,84.1,1
66216,255,791,1,65,20190722,13.1,1
66217,388,691,1,17,20190722,21.9,1
66218,15,86,2,65,20190724,68.1,1
66219,49,935,2,72,20190723,61.6,1
66220,229,249,2,12,20190724,24.2,1
66221,145,892,2,125,20190725,82.5,1
66222,388,608,2,74,20190727,53.7,1
66223,328,895,1,4,20190727,41.8,1
66224,404,856,1,74,20190725,62.0,1
66225,121,810,1,63,20190726,15.2,1
66226,58,790,1,3,20190725,42.7,1
66227,281,138,2,1,20190727,34.6,1
66228,68,579,1,79,20190724,13.2,1
66229,514,922,2,68,20190726,57.9,1
66230,130,498,1,4,20190726,33.0,1
66231,361,953,1,66,20190728,3.1,1
66232,473,505,2,79,20190727,18.6,1
66233,227,84,1,120,20190725,46.5,1
66234,89,153,1,66,20190727,81.8,1
66235,595,253,1,73,20190730,95.9,1
66236,301,702,2,76,20190729,76.6,1
66237,120,838,2,122,20190730,22.8,1
66238,28,529,1,17,20190727,32.6,1
66239,542,430,2,71,20190731,33.0,1
66240,154,476,1,14,20190730,67.5,1
66241,189,474,2,80,20190728,71.3,1
66242,260,239,2,5,20190729,17.4,1
66243,462,944,2,79,20190728,23.2,1
66244,22,1,2,7,20190730,32.7,1
66245,555,349,1,120,20190730,31.8,1
66246,261,543,1,14,20190727,39.9,1
66247,18,305,2,4,20190731,68.7,1
66248,77,213,1,69,20190727,98.6,1
66249,523,937,1,6,20190728,91.0,1
66250,483,631,2,5,20190801,59.9,1
66251,160,986,2,66,20190801,88.3,1
66252,446,71,2,73,20190731,15.1,1
66253,230,11,1,19,20190730,37.1,1
66254,545,664,2,74,20190730,99.5,1
66255,285,174,1,14,20190728,48.1,1
66256,179,710,1,16,20190801,30.5,1
66257,157,462,2,17,20190801,57.7,1
66258,198,982,1,66,20190731,81.0,1
66259,229,205,1,16,20190801,10.7,1
66260,206,229,2,76,20190730,6.9,1
66261,238,837,2,15,20190730,4.2,1
66262,167,670,1,120,20190728,75.6,1
66263,307,851,2,3,20190730,54.3,1
66264,204,895,1,74,20190730,16.1,1
66265,38,829,2,19,20190728,19.7,1
66266,509,638,2,21,20190801,91.3,1
66267,59,295,1,66,20190731,43.6,1
66268,354,247,2,122,20190731,54.8,1
66269,40,630,2,10,20190730,30.3,1
66270,168,985,2,20,20190728,89.9,1
66271,135,302,1,78,20190729,74.0,1
66272,68,930,1,72,20190728,70.9,1
66273,121,245,1,73,20190728,16.1,1
66274,570,391,1,115,20190801,34.2,1
66275,310,932,2,71,20190801,33.4,1
66276,510,147,1,73,20190801,33.9,1
66277,139,819,1,8,20190801,75.2,1
66278,443,926,2,2,20190801,15.2,1
66279,566,805,2,8,20190801,37.5,1
66280,142,45,1,66,20190801,85.7,1
66281,207,254,2,69,20190802,91.3,1
66282,598,64,2,21,20190731,20.1,1
66283,145,629,2,69,20190729,53.4,1
66284,459,476,2,8,20190802,46.8,1
66285,313,392,2,78,20190729,26.9,1
66286,53,82,1,73,20190802,98.6,1
66287,416,902,2,64,20190801,14.2,1
66288,578,143,1,17,20190730,45.3,1
66289,53,787,1,62,20190731,53.3,1
66290,98,414,1,6,20190730,77.3,1
66291,301,391,1,116,20190729,61.4,1
66292,326,86,2,8,20190731,4.6,1
66293,236,17,1,120,20190802,39.3,1
66294,403,472,2,63,20190801,72.2,1
66295,292,110,1,10,20190729,83.2,1
66296,167,561,1,66,20190801,69.1,1
66297,143,945,1,10,20190731,94.5,1
66298,97,728,1,63,20190802,18.0,1
66299,553,956,1,12,20190801,44.8,1
66300,464,620,2,68,20190803,79.7,1
66301,173,744,2,5,20190801,16.2,1
66302,116,827,2,71,20190803,39.0,1
66303,104,226,2,65,20190731,36.2,1
66304,110,348,2,63,20190801,79.3,1
66305,214,886,1,10,20190802,59.6,1
66306,233,236,2,20,20190731,65.4,1
66307,532,670,1,11,20190802,14.7,1
66308,464,159,2,12,20190730,83.9,1
66309,535,720,2,79,20190802,64.1,1
66310,39,901,1,5,20190802,82.2,1
66311,521,296,1,21,20190803,79.6,1
66312,309,380,2,11,20190801,28.5,1
66313,128,805,2,10,20190803,31.3,1
66314,533,138,2,19,20190801,93.8,1
66315,113,243,2,124,20190802,72.0,1
66316,225,251,1,124,20190801,78.8,1
66317,559,170,1,74,20190731,9.9,1
66318,93,886,1,113,20190802,33.3,1
66319,374,294,1,7,20190805,49.6,1
66320,97,462,1,62,20190802,57.9,1
66321,168,850,1,115,20190801,41.3,1
66322,533,888,1,18,20190801,42.9,1
66323,114,609,1,11,20190801,23.3,1
66324,423,855,1,12,20190804,44.9,1
66325,109,615,2,115,20190802,41.0,1
66326,529,942,1,20,20190805,28.2,1
66327,383,241,1,65,20190806,4.9,1
66328,126,403,1,69,20190805,70.1,1
66329,136,941,2,21,20190804,69.8,1
66330,19,361,1,71,20190806,70.9,1
66331,283,820,1,74,20190806,50.7,1
66332,389,780,2,3,20190803,6.4,1
66333,489,775,2,1,20190806,38.8,1
66334,267,555,2,21,20190804,8.0,1
66335,370,485,2,19,20190804,6.8,1
66336,61,49,2,5,20190804,86.1,1
66337,12,706,2,78,20190806,39.9,1
66338,129,918,2,4,20190805,14.1,1
66339,288,408,1,72,20190807,91.4,1
66340,409,494,2,3,20190806,45.1,1
66341,375,24,1,65,20190807,29.0,1
66342,60,803,1,7,20190804,56.9,1
66343,193,861,2,123,20190805,18.6,1
66344,176,478,2,65,20190807,51.5,1
66345,551,575,2,69,20190807,36.5,1
66346,46,686,1,81,20190807,65.9,1
66347,147,8,2,20,20190806,66.8,1
66348,212,609,1,125,20190807,26.5,1
66349,564,377,1,74,20190806,92.0,1
66350,159,680,2,79,20190808,82.0,1
66351,73,870,1,1,20190806,6.0,1
66352,420,737,2,119,20190809,1.7,1
66353,433,145,2,5,20190808,91.1,1
66354,544,43,2,16,20190806,24.6,1
66355,377,931,2,1,20190806,63.1,1
66356,177,385,2,3,20190805,59.3,1
66357,253,179,1,1,20190805,63.1,1
66358,414,244,2,9,20190808,79.2,1
66359,187,865,1,18,20190806,15.3,1
66360,425,132,1,3,20190809,14.1,1
66361,285,477,2,119,20190809,39.8,1
66362,152,624,2,10,20190806,22.3,1
66363,600,680,1,78,20190808,34.7,1
66364,7,722,2,21,20190810,65.9,1
66365,390,191,1,5,20190809,40.7,1
66366,337,503,1,15,20190809,67.1,1
66367,114,957,2,17,20190807,86.8,1
66368,184,434,1,75,20190808,46.9,1
66369,412,463,1,21,20190809,29.0,1
66370,96,447,1,6,20190812,22.6,1
66371,23,418,2,5,20190810,38.2,1
66372,113,367,1,17,20190809,86.4,1
66373,588,280,1,122,20190810,20.9,1
66374,213,7,2,78,20190809,14.4,1
66375,441,681,1,6,20190813,81.7,1
66376,361,623,1,16,20190813,57.1,1
66377,1,164,2,1,20190809,68.5,1
66378,415,132,2,66,20190812,69.9,1
66379,176,664,1,125,20190812,99.2,1
66380,486,305,1,14,20190810,17.6,1
66381,400,670,2,126,20190810,82.7,1
66382,331,715,1,14,20190814,42.4,1
66383,513,794,1,5,20190811,88.2,1
66384,191,852,2,75,20190812,4.3,1
66385,441,910,2,74,20190813,75.0,1
66386,559,263,1,7,20190815,31.6,1
66387,305,958,1,113,20190814,14.4,1
66388,188,412,1,70,20190811,6.6,1
66389,334,120,1,66,20190814,77.4,1
66390,331,473,2,14,20190815,21.2,1
66391,387,460,1,17,20190811,30.7,1
66392,151,355,2,69,20190813,2.1,1
66393,329,900,1,117,20190814,10.7,1
66394,74,146,1,121,20190816,93.8,1
66395,570,168,1,7,20190815,41.1,1
66396,247,940,1,122,20190812,13.6,1
66397,148,927,1,8,20190815,64.9,1
66398,470,147,2,16,20190813,3.9,1
66399,218,236,2,21,20190812,81.8,1
66400,479,730,2,72,20190814,39.6,1
66401,160,312,2,71,20190812,75.5,1
66402,34,269,2,71,20190812,30.2,1
66403,100,731,2,5,20190814,37.5,1
66404,182,104,2,120,20190814,78.4,1
66405,547,795,1,2,20190814,56.5,1
66406,454,115,2,120,20190814,69.6,1
66407,584,590,1,19,20190816,75.9,1
66408,573,154,1,65,20190814,7.7,1
66409,130,941,1,119,20190816,39.6,1
66410,2,1000,1,113,20190814,68.8,1
66411,181,151,2,12,20190814,9.9,1
66412,245,155,1,79,20190814,45.7,1
66413,29,638,1,21,20190816,84.4,1
66414,196,260,2,20,20190818,96.3,1
66415,579,446,1,6,20190816,76.8,1
66416,180,480,2,15,20190817,8.1,1
66417,581,45,1,115,20190816,27.3,1
66418,289,644,1,78,20190820,33.8,1
66419,54,219,1,119,20190820,15.5,1
66420,288,729,2,16,20190816,75.6,1
66421,456,847,2,4,20190816,79.7,1
66422,269,55,1,20,20190818,12.8,1
66423,384,745,2,121,20190820,26.8,1
66424,133,689,2,63,20190818,99.1,1
66425,175,810,1,13,20190820,38.3,1
66426,206,670,1,119,20190820,29.2,1
66427,433,366,1,62,20190821,63.5,1
66428,16,418,1,6,20190822,99.9,1
66429,384,684,2,78,20190821,77.4,1
66430,333,135,1,75,20190818,17.3,1
66431,288,560,1,15,20190820,1.6,1
66432,321,609,2,1,20190820,94.8,1
66433,188,651,2,62,20190821,71.6,1
66434,39,181,1,16,20190821,53.8,1
66435,502,183,1,119,20190821,24.1,1
66436,292,446,1,81,20190820,54.3,1
66437,425,71,2,118,20190821,77.7,1
66438,436,676,1,65,20190819,34.9,1
66439,447,775,1,19,20190823,62.7,1
66440,535,784,1,10,20190819,35.2,1
66441,573,350,1,117,20190821,43.6,1
66442,415,735,2,63,20190820,73.4,1
66443,562,43,2,66,20190822,8.0,1
66444,181,50,1,63,20190820,52.9,1
66445,546,78,2,9,20190819,81.8,1
66446,268,804,2,81,20190819,46.4,1
66447,304,121,1,6,20190819,90.9,1
66448,58,351,1,80,20190820,10.8,1
66449,33,119,2,66,20190822,44.5,1
66450,272,514,1,16,20190824,41.3,1
66451,274,722,2,3,20190820,17.7,1
66452,588,583,2,6,20190824,41.3,1
66453,564,373,1,5,20190824,63.0,1
66454,466,461,2,15,20190821,11.3,1
66455,472,244,1,2,20190822,25.1,1
66456,208,78,1,20,20190821,71.7,1
66457,25,320,2,20,20190825,94.1,1
66458,495,317,2,11,20190823,76.6,1
66459,428,464,2,125,20190824,33.3,1
66460,383,212,2,7,20190825,66.3,1
66461,233,410,2,79,20190824,10.9,1
66462,208,75,2,73,20190825,59.4,1
66463,484,199,2,5,20190826,60.4,1
66464,180,717,2,19,20190825,19.4,1
66465,149,646,1,19,20190824,16.3,1
66466,127,92,2,120,20190825,92.7,1
66467,89,398,2,116,20190826,46.7,1
66468,313,324,2,62,20190828,24.4,1
66469,262,969,1,66,20190828,56.4,1
66470,311,816,1,63,20190828,24.1,1
66471,81,380,2,66,20190829,29.4,1
66472,74,199,1,115,20190826,81.7,1
66473,512,837,2,62,20190825,64.5,1
66474,399,306,1,14,20190828,59.9,1
66475,287,266,1,79,20190827,9.4,1
66476,430,95,2,76,20190826,21.2,1
66477,363,269,1,62,20190826,68.1,1
66478,258,638,1,79,20190827,27.6,1
66479,321,484,1,15,20190828,22.0,1
66480,349,303,2,125,20190828,21.1,1
66481,387,356,2,78,20190830,33.3,1
66482,271,879,1,115,20190827,60.5,1
66483,202,429,1,3,20190826,26.3,1
66484,441,373,2,117,20190828,75.0,1
66485,552,697,2,114,20190827,36.6,1
66486,291,416,1,16,20190826,72.5,1
66487,499,781,2,74,20190826,18.6,1
66488,488,40,2,12,20190829,58.1,1
66489,316,706,1,21,20190828,75.7,1
66490,527,472,2,79,20190828,78.3,1
66491,96,919,1,3,20190828,41.3,1
66492,371,888,1,2,20190830,81.6,1
66493,288,464,1,15,20190828,30.3,1
66494,547,124,2,5,20190828,38.5,1
66495,96,551,2,21,20190830,90.6,1
66496,231,496,1,71,20190828,80.1,1
66497,264,862,1,4,20190829,14.1,1
66498,147,123,2,125,20190830,4.1,1
66499,263,572,1,76,20190830,17.5,1
66500,84,169,2,6,20190830,36.0,1
66501,470,861,2,15,20190829,11.2,1
66502,377,26,2,125,20190831,78.7,1
66503,436,578,1,71,20190828,9.5,1
66504,530,982,1,2,20190828,45.7,1
66505,426,373,1,69,20190829,6.8,1
66506,315,468,1,78,20190830,93.5,1
66507,466,391,1,70,20190901,40.7,1
66508,381,135,1,3,20190831,41.7,1
66509,54,767,2,66,20190828,55.3,1
66510,497,890,1,124,20190830,73.8,1
66511,485,589,2,124,20190829,84.5,1
66512,558,944,1,119,20190901,25.8,1
66513,367,210,2,122,20190901,81.7,1
66514,76,967,1,69,20190830,2.3,1
66515,547,545,2,1,20190902,69.2,1
66516,273,650,2,78,20190902,11.1,1
66517,317,443,1,8,20190830,69.4,1
66518,196,929,1,114,20190901,59.6,1
66519,264,663,1,121,20190902,20.8,1
66520,92,855,2,74,20190831,50.5,1
66521,288,155,2,62,20190829,52.2,1
66522,395,257,2,67,20190901,83.5,1
66523,595,838,2,74,20190831,38.3,1
66524,374,594,1,63,20190902,42.1,1
66525,557,433,1,77,20190903,77.0,1
66526,105,593,2,72,20190830,49.3,1
66527,163,251,1,125,20190831,11.1,1
66528,594,871,2,117,20190831,54.4,1
66529,227,384,2,20,20190903,84.4,1
66530,394,358,1,118,20190831,24.9,1
66531,216,378,2,119,20190903,65.8,1
66532,326,938,2,11,20190903,69.4,1
66533,564,381,2,120,20190902,58.4,1
66534,303,621,1,79,20190903,43.4,1
66535,127,413,1,79,20190901,28.0,1
66536,61,944,2,7,20190903,88.3,1
66537,410,811,1,19,20190904,98.3,1
66538,397,74,1,20,20190831,87.0,1
66539,141,349,2,3,20190831,17.3,1
66540,305,263,1,12,20190831,89.2,1
66541,231,644,2,11,20190901,36.3,1
66542,271,111,2,121,20190903,10.0,1
66543,293,644,1,113,20190904,53.5,1
66544,306,451,2,19,20190902,96.0,1
66545,138,621,1,118,20190904,46.5,1
66546,204,254,2,124,20190903,43.7,1
66547,62,312,2,16,20190905,12.2,1
66548,58,565,1,64,20190904,8.2,1
66549,586,382,1,79,20190903,88.1,1
66550,176,95,1,65,20190904,83.3,1
66551,394,734,2,65,20190901,33.9,1
66552,155,458,1,126,20190903,30.7,1
66553,438,216,2,12,20190902,38.3,1
66554,44,940,1,78,20190901,90.9,1
66555,303,790,1,10,20190902,19.6,1
66556,192,580,1,73,20190902,90.4,1
66557,492,614,2,62,20190903,17.4,1
66558,143,491,2,21,20190903,67.8,1
66559,254,183,1,3,20190904,50.5,1
66560,389,833,1,63,20190901,78.1,1
66561,438,513,2,1,20190901,91.0,1
66562,573,101,1,122,20190903,15.6,1
66563,274,176,2,2,20190905,83.4,1
66564,586,165,1,10,20190901,47.9,1
66565,258,149,2,68,20190904,81.0,1
66566,134,615,2,19,20190904,91.9,1
66567,367,326,2,1,20190901,41.4,1
66568,398,904,1,75,20190904,93.5,1
66569,379,575,2,73,20190903,31.1,1
66570,391,193,2,2,20190903,57.2,1
66571,102,73,1,75,20190902,1.4,1
66572,378,808,2,6,20190903,58.3,1
66573,26,594,1,66,20190906,9.3,1
66574,203,239,2,121,20190902,72.1,1
66575,246,1,1,71,20190905,64.1,1
66576,78,525,2,62,20190905,38.6,1
66577,431,151,1,123,20190905,5.6,1
66578,369,131,1,19,20190904,24.1,1
66579,351,391,2,74,20190906,43.7,1
66580,330,995,1,72,20190904,87.2,1
66581,129,633,2,118,20190902,97.9,1
66582,395,527,2,17,20190905,38.2,1
66583,536,265,1,7,20190905,85.8,1
66584,437,667,1,73,20190906,8.1,1
66585,361,976,2,119,20190903,22.4,1
66586,78,127,1,4,20190905,66.2,1
66587,51,160,2,15,20190904,54.3,1
66588,227,771,2,81,20190904,91.1,1
66589,510,529,1,21,20190907,32.2,1
66590,171,649,1,79,20190905,43.4,1
66591,267,840,1,78,20190905,64.1,1
66592,275,697,1,76,20190907,14.8,1
66593,187,895,1,126,20190909,71.1,1
66594,96,433,1,15,20190908,62.6,1
66595,122,577,1,11,20190905,30.4,1
66596,427,294,2,8,20190909,27.4,1
66597,154,484,1,21,20190908,100.0,1
66598,323,705,1,21,20190906,53.1,1
66599,190,307,2,10,20190910,79.0,1
66600,303,57,1,68,20190908,59.4,1
66601,535,920,1,3,20190908,48.7,1
66602,17,535,1,63,20190907,47.1,1
66603,253,926,2,10,20190908,72.6,1
66604,402,412,1,10,20190911,83.9,1
66605,341,484,2,11,20190911,3.3,1
66606,59,1000,1,14,20190910,14.5,1
66607,19,946,2,122,20190908,73.0,1
66608,200,572,2,121,20190912,44.2,1
66609,138,567,1,66,20190912,58.1,1
66610,116,276,1,15,20190910,15.6,1
66611,588,563,1,66,20190912,10.5,1
66612,254,326,1,1,20190910,52.8,1
66613,498,646,1,10,20190908,60.9,1
66614,388,487,2,66,20190910,58.7,1
66615,509,473,2,6,20190912,40.0,1
66616,108,163,2,121,20190909,19.6,1
66617,494,260,2,65,20190912,90.8,1
66618,396,810,2,117,20190909,52.9,1
66619,168,770,2,65,20190912,3.7,1
66620,500,646,1,74,20190910,59.6,1
66621,269,380,1,14,20190911,31.8,1
66622,539,814,2,1,20190909,47.9,1
66623,599,374,2,7,20190910,55.7,1
66624,95,266,1,20,20190909,68.2,1
66625,479,88,2,7,20190912,19.8,1
66626,234,275,2,121,20190910,5.0,1
66627,334,893,2,62,20190913,83.7,1
66628,426,878,2,63,20190911,73.9,1
66629,433,441,1,14,20190910,26.8,1
66630,370,841,1,79,20190913,66.6,1
66631,130,201,1,64,20190909,96.9,1
